,club,leagueCountry,height,weight,position,games,victories,ties,defeats,goals,yellowCards,yellowReds,redCards,Alpha_3,meanIAT,nIAT,seIAT,meanExp,nExp,seExp,meanRating,yellowRed
332,23,3,176.0,70.0,10,135,45,40,50,15,15,1,0,30,0.369893594187,99960.0,0.0,0.369893594187,106232.0,0.0,0.125,1.0
333,69,3,188.0,78.0,1,121,50,28,43,2,32,2,4,72,0.350397049666,173982.0,0.000549393158815,0.350397049666,180369.0,0.00438400194733,0.25,2.0
334,29,3,177.0,70.0,12,127,70,26,31,10,17,0,0,30,0.350961611225,150671.0,0.000408135821971,0.350961611225,158542.0,0.00312362453861,0.25,0.0
335,31,2,176.0,67.0,6,87,34,22,31,5,15,1,0,30,0.342732278555,259736.0,0.000330546053527,0.342732278555,270331.0,0.00223254124082,0.125,1.0
336,26,3,174.0,72.0,2,313,111,88,114,73,41,2,2,30,0.344744529895,233865.0,0.00039404338199,0.344744529895,246290.0,0.00224644866399,0.25,2.0
337,66,3,183.0,75.0,9,544,366,80,98,58,151,12,7,30,0.329019203342,4688133.0,0.00022260475151,0.329019203342,4829470.0,0.00133684314965,0.0,12.0
338,52,3,185.0,76.0,9,173,65,46,62,5,53,3,1,30,0.341152924837,220976.0,0.000396739996672,0.341152924837,232254.0,0.00213049134477,0.25,3.0
339,26,3,180.0,75.0,0,57,16,12,29,1,19,0,0,30,0.369893594187,49980.0,0.0,0.369893594187,53116.0,0.0,0.5,0.0
340,20,3,179.0,75.0,5,29,19,3,7,0,0,0,1,30,0.369893594187,37485.0,0.0,0.369893594187,39837.0,0.0,0.125,0.0
341,26,3,170.0,64.0,7,443,210,100,133,89,53,2,1,30,0.336999562197,923010.0,0.000458655651791,0.336999562197,966243.0,0.0031962536768,0.25,2.0
342,37,3,184.0,76.0,7,161,64,40,57,14,27,6,1,30,0.36087525246,172679.0,0.000499622954358,0.36087525246,182833.0,0.00250153863189,0.0,6.0
343,18,3,168.0,68.0,8,178,68,42,68,12,31,1,0,30,0.364094256535,119459.0,0.000271645164521,0.364094256535,126352.0,0.00262823200604,0.25,1.0
344,86,3,179.0,72.0,2,316,147,67,102,149,80,0,3,30,0.328217317393,4810043.0,0.000161718890059,0.328217317393,4959000.0,0.000885129478212,0.0,0.0
345,9,3,179.0,68.0,11,293,116,70,107,42,40,2,0,30,0.343592529142,265799.0,0.000507908160918,0.343592529142,278718.0,0.00372733868109,0.0,2.0
346,10,3,178.0,72.0,9,135,57,36,42,3,28,1,0,72,0.339111002769,407672.0,0.000543699013422,0.339111002769,427086.0,0.00332991499989,0.25,1.0
347,29,3,172.0,71.0,0,164,125,21,18,20,16,1,0,30,0.341728347408,293621.0,0.000632693647298,0.341728347408,306796.0,0.0039733321039,0.5,1.0
348,59,1,186.0,75.0,3,346,208,77,61,37,92,3,9,30,0.341033615326,666759.0,0.000437709903328,0.341033615326,698064.0,0.0024183571849,0.25,3.0
349,59,1,183.0,79.0,1,267,152,69,46,19,24,0,1,47,0.328693183028,4430450.0,0.000222741265425,0.328693183028,4559490.0,0.000912500170137,0.25,0.0
350,10,3,183.0,71.0,0,387,228,85,74,36,92,0,2,47,0.332445567988,1363237.0,0.000360225226332,0.332445567988,1428442.0,0.00201154707131,0.0,0.0
351,18,3,185.0,77.0,3,80,19,30,31,9,28,1,0,30,0.369893594187,67830.0,1.31389640371e-18,0.369893594187,72086.0,0.0,0.0,1.0
352,62,3,174.0,62.0,12,125,45,23,57,4,38,1,0,30,0.369893594187,62475.0,0.0,0.369893594187,66395.0,0.0,0.0,1.0
353,20,3,175.0,69.0,7,87,34,19,34,5,13,0,0,30,0.36901152016,66553.0,5.6151823417e-05,0.36901152016,70633.0,0.000268701925006,0.25,0.0
354,70,3,184.0,78.0,5,188,66,55,67,0,24,1,1,30,0.355578193257,162885.0,0.00046390918624,0.355578193257,172089.0,0.00229660640561,0.25,1.0
355,9,3,182.0,79.0,2,212,88,48,76,28,32,0,0,30,0.352369660658,173788.0,0.000499497303908,0.352369660658,182683.0,0.0039403638332,0.125,0.0
356,37,3,182.0,82.0,5,214,65,64,85,0,21,0,5,30,0.351036022751,109514.0,0.000384122819224,0.351036022751,115736.0,0.00173578710187,0.0,0.0
357,62,3,179.0,71.0,0,219,75,53,91,22,37,1,0,30,0.368228703883,87059.0,0.000101137718178,0.368228703883,92474.0,0.000349960980592,0.125,1.0
358,44,1,191.0,83.0,2,199,91,53,55,49,15,3,0,33,0.335963808808,196015.0,0.000397086497342,0.335963808808,204837.0,0.00324995407485,0.25,3.0
359,35,3,184.0,76.0,9,216,67,54,95,10,45,2,0,30,0.345594246136,189705.0,0.000421389807074,0.345594246136,199378.0,0.00284003187531,0.25,2.0
360,23,3,180.0,72.0,0,543,248,126,169,48,28,0,0,30,0.342677402811,542261.0,0.0004619542303,0.342677402811,568804.0,0.00291502185259,0.125,0.0
361,26,3,176.0,72.0,0,278,92,67,119,37,35,0,0,30,0.345774035581,172667.0,0.000470014746666,0.345774035581,181843.0,0.00338087969733,0.25,0.0
362,89,2,173.0,73.0,10,174,74,49,51,28,18,2,0,24,0.329032331334,2358731.0,0.000229853410123,0.329032331334,2427664.0,0.00121535236836,0.125,2.0
363,61,3,180.0,77.0,2,282,98,74,110,60,48,1,2,30,0.369893594187,112455.0,2.62779280741e-18,0.369893594187,119511.0,0.0,0.125,1.0
364,69,3,176.0,71.0,3,131,47,46,38,13,19,0,0,30,0.369893594187,78540.0,0.0,0.369893594187,83468.0,2.54903949414e-18,0.125,0.0
365,86,3,184.0,80.0,1,141,70,30,41,5,43,2,1,30,0.344473479932,181271.0,0.000488255937559,0.344473479932,190767.0,0.0024344364101,0.25,2.0
366,26,3,174.0,73.0,4,163,49,41,73,10,56,4,2,30,0.349675755365,122727.0,0.000411478871706,0.349675755365,128837.0,0.00312061233517,0.25,4.0
367,29,3,183.0,78.0,5,542,364,111,67,0,32,1,2,30,0.330402272576,2562112.0,0.00026396453327,0.330402272576,2642849.0,0.0015393672629,0.25,1.0
368,26,3,178.0,69.0,6,30,9,9,12,1,3,1,1,30,0.369893594187,28560.0,1.31389640371e-18,0.369893594187,30352.0,0.0,0.125,1.0
369,66,3,183.0,77.0,4,666,422,123,121,50,160,2,1,30,0.334296761084,1296540.0,0.000392412325855,0.334296761084,1357539.0,0.00291072387019,0.25,2.0
370,68,3,186.0,76.0,10,329,121,85,123,47,36,1,1,30,0.367783608903,103945.0,0.000426387393467,0.367783608903,110201.0,0.0013558497072,0.25,1.0
371,29,3,170.0,68.0,0,790,512,163,115,93,57,2,0,30,0.329408929942,4870465.0,0.00024667968468,0.329408929942,5020453.0,0.00141842864527,0.0,2.0
372,61,3,177.0,70.0,12,84,27,25,32,1,20,3,1,30,0.369893594187,71400.0,0.0,0.369893594187,75880.0,2.54903949414e-18,0.25,3.0
373,53,0,188.0,85.0,2,164,67,28,69,46,26,0,0,30,0.336213705777,484579.0,0.000382400430246,0.336213705777,508866.0,0.00221867490635,0.25,0.0
374,84,1,171.0,62.0,2,161,68,46,47,26,10,0,0,72,0.328452545443,4258014.0,0.000189645967518,0.328452545443,4377808.0,0.00099822873101,0.75,0.0
375,68,3,185.0,84.0,5,47,14,15,18,0,2,0,2,30,0.36725484808,54929.0,0.000128366509716,0.36725484808,58328.0,0.000444090035719,0.0,0.0
376,68,3,186.0,78.0,4,160,68,39,53,12,22,0,0,30,0.368534200899,71131.0,0.000503123303984,0.368534200899,75401.0,0.00250306651112,0.0,0.0
377,23,3,183.0,76.0,1,169,77,31,61,3,28,1,1,30,0.353190393344,172830.0,0.000328459215206,0.353190393344,181892.0,0.00251075621171,0.25,1.0
378,67,3,180.0,68.0,3,68,30,12,26,3,8,0,1,30,0.351404922687,109958.0,0.000349976912986,0.351404922687,116080.0,0.00205060491999,0.0,0.0
379,20,3,174.0,66.0,3,141,57,30,54,16,32,0,0,30,0.369893594187,71400.0,0.0,0.369893594187,75880.0,2.54903949414e-18,0.25,0.0
380,74,3,185.0,77.0,2,2,0,1,1,0,0,0,0,30,0.369893594187,3570.0,0.0,0.369893594187,3794.0,0.0,0.125,0.0
381,35,3,182.0,72.7205882353,2,153,53,33,67,34,10,0,0,30,0.328334528844,2823132.0,0.000178364804855,0.328334528844,2917861.0,0.000821144159364,0.148897058824,0.0
382,70,3,183.0,76.0,1,114,30,34,50,3,43,0,2,30,0.369996737372,79077.0,5.37004907572e-05,0.369996737372,84030.0,0.000930002318715,0.25,0.0
383,74,3,186.0,87.0,2,319,160,58,101,150,27,0,5,30,0.331163491307,893602.0,0.000320362772853,0.331163491307,936255.0,0.00211643015412,0.125,0.0
384,69,3,178.0,80.0,4,257,80,78,99,4,45,3,0,30,0.369893594187,103530.0,0.0,0.369893594187,110026.0,0.0,0.25,3.0
385,64,3,180.0,69.0,8,53,18,12,23,2,8,0,0,30,0.344931361721,105041.0,0.00042744696071,0.344931361721,110494.0,0.00249674871282,0.375,0.0
386,64,3,177.176470588,69.9411764706,9,559,217,134,208,52,104,6,2,30,0.348616209596,534000.0,0.000423689731571,0.348616209596,561763.0,0.00258223635015,0.338235294118,6.0
387,37,3,185.0,72.0,12,107,42,27,38,9,24,0,1,30,0.368975438794,67469.0,0.000232845873086,0.368975438794,71689.0,0.000998632042553,0.25,0.0
388,69,3,180.0,71.0,0,385,141,111,133,71,38,0,1,30,0.355599398525,198907.0,0.000410441757487,0.355599398525,209954.0,0.00253584478583,0.375,0.0
389,42,3,180.0,75.0,7,251,84,76,91,17,64,3,3,30,0.355600537645,148963.0,0.000330913653176,0.355600537645,157430.0,0.00186191525898,0.125,3.0
390,34,0,182.0,71.0,1,641,243,176,222,9,19,0,0,29,0.328461470851,3133820.0,0.000224502855414,0.328461470851,3281187.0,0.00170530374866,0.125,0.0
391,90,2,183.0,73.0,0,329,140,70,119,59,39,0,1,24,0.329864014214,2553329.0,0.000182130876357,0.329864014214,2627685.0,0.0010551833584,0.125,0.0
392,82,0,165.0,63.0,10,412,200,97,115,31,11,0,0,29,0.328229527202,2144721.0,0.000228910641798,0.328229527202,2246113.0,0.00171682706823,0.25,0.0
393,6,0,178.0,76.0,3,254,145,42,67,39,31,0,1,29,0.32773947798,3975720.0,0.000188592656119,0.32773947798,4124639.0,0.00122401724925,0.0,0.0
394,51,1,180.0,73.0,1,124,41,40,43,1,8,4,2,33,0.338847474835,104797.0,0.00085831016105,0.338847474835,109292.0,0.0044695977721,0.25,4.0
395,36,1,180.0,74.0,10,97,41,23,33,3,11,1,0,33,0.33211692073,189994.0,0.00105239746196,0.33211692073,199139.0,0.00489048706906,0.75,1.0
396,79,1,189.0,80.0,5,24,8,8,8,0,0,0,0,33,0.337572049739,52934.0,0.000332973416974,0.337572049739,55250.0,0.00377778892684,0.875,0.0
397,36,1,188.0,83.0,5,3,0,1,2,0,0,0,0,33,0.341567124566,3456.0,0.000599424750621,0.341567124566,3617.0,0.00229082575862,0.875,0.0
398,77,1,180.0,68.0,4,121,34,25,62,3,21,0,2,33,0.344426185681,138331.0,0.000361091799178,0.344426185681,145220.0,0.00242648318936,1.0,0.0
399,76,2,179.0,70.0,6,50,17,8,25,0,3,0,1,24,0.337477976379,184400.0,0.000170370049559,0.337477976379,190059.0,0.00160819873132,0.875,0.0
400,48,0,180.0,78.0,3,31,15,6,10,0,1,0,0,29,0.328874543503,837605.0,0.000227374014881,0.328874543503,876273.0,0.00234792786914,1.0,0.0
401,23,3,185.0,78.0,4,234,87,59,88,22,68,3,2,30,0.329706103363,2250599.0,0.000240934968943,0.329706103363,2318103.0,0.00102488175247,0.375,3.0
402,35,3,185.0,78.0,12,81,26,24,31,11,11,1,1,30,0.356332974818,66260.0,0.00171709271027,0.356332974818,69859.0,0.00770385504169,0.0,1.0
403,6,0,188.0,75.0,3,207,109,50,48,21,24,0,2,29,0.328152021217,1273151.0,0.000176935724621,0.328152021217,1333317.0,0.00133348019179,0.75,0.0
404,33,2,184.0,79.0,4,207,85,63,59,8,66,1,0,24,0.336628162643,402948.0,0.0,0.336628162643,414648.0,0.0,0.25,1.0
405,63,0,188.0,90.0,5,205,82,54,69,1,4,0,0,29,0.327063108075,7146897.0,3.9367182582e-05,0.327063108075,7406096.0,0.000247577874834,0.0,0.0
406,0,2,188.0,76.0,7,91,29,25,37,8,15,0,0,24,0.336194051069,289877.0,0.000429293116035,0.336194051069,300284.0,0.00255721817499,0.0,0.0
407,81,0,175.0,62.0,7,338,145,67,126,55,21,0,0,29,0.327616843535,2609590.0,0.000151835563858,0.327616843535,2732543.0,0.000871816350507,0.0,0.0
408,50,0,173.0,73.0,9,131,55,31,45,4,29,2,1,29,0.326792854091,2658363.0,9.10886255959e-05,0.326792854091,2784255.0,0.000814888614813,0.0,2.0
409,60,0,180.0,78.0,7,205,65,55,85,40,23,1,0,29,0.327158899927,2805024.0,0.000303764579264,0.327158899927,2938571.0,0.00131061960011,0.25,1.0
410,86,3,190.0,88.0,1,284,142,71,71,20,58,2,3,33,0.337469982699,502260.0,0.000462627481007,0.337469982699,526452.0,0.00272312207775,0.125,2.0
411,3,1,180.0,74.0,8,397,168,109,120,149,80,2,1,47,0.333367785231,1160946.0,0.000439175324289,0.333367785231,1217041.0,0.00260968746583,0.25,2.0
412,59,1,188.0,71.0,4,63,39,14,10,6,10,0,0,33,0.331063411594,222369.0,0.000270631819167,0.331063411594,232717.0,0.00198006644017,0.0,0.0
413,77,1,185.0,78.0,12,164,60,40,64,5,38,1,0,33,0.335455593759,132512.0,0.000658602250971,0.335455593759,138467.0,0.00263868356839,0.25,1.0
414,2,2,179.0,69.0,0,15,6,1,8,4,1,0,0,24,0.336628162643,108486.0,0.0,0.336628162643,111636.0,0.0,0.5,0.0
415,30,1,176.0,66.0,7,127,38,42,47,31,17,0,1,33,0.337412230667,127047.0,0.00119258471895,0.337412230667,132601.0,0.00522002270366,1.0,0.0
416,30,1,180.0,74.0,4,224,67,65,92,3,59,2,1,33,0.332968237676,198820.0,0.00101286531643,0.332968237676,208074.0,0.0054397859193,0.5,2.0
417,57,1,180.0,65.0,12,31,8,10,13,3,0,0,0,33,0.337905269693,80108.0,0.000324358158936,0.337905269693,83340.0,0.00203601160915,0.75,0.0
418,5,1,170.0,68.0,10,172,76,51,45,11,38,2,1,33,0.338821192584,123615.0,0.000455131687384,0.338821192584,129470.0,0.0032480849066,0.125,2.0
419,62,3,175.0,73.0,11,150,71,32,47,22,29,0,1,30,0.349719547789,204263.0,0.000555751453738,0.349719547789,214253.0,0.0050870256378,0.25,0.0
420,90,2,175.0,68.0,4,134,48,36,50,1,22,1,0,24,0.33700850704,355151.0,0.000297044083245,0.33700850704,366568.0,0.00274584742611,0.25,1.0
421,48,0,187.0,80.0,6,275,134,55,86,28,50,3,2,47,0.331404509184,1104980.0,0.000367472402557,0.331404509184,1157643.0,0.00217206470139,0.125,3.0
422,90,2,175.0,65.0,12,61,27,8,26,13,6,0,0,24,0.336628162643,333207.0,0.0,0.336628162643,342882.0,6.21644532779e-19,0.25,0.0
423,48,0,180.0,72.0,2,33,6,15,12,2,3,0,0,29,0.326846925853,1124928.0,9.46974891344e-05,0.326846925853,1178297.0,0.000491468806551,0.875,0.0
424,6,0,180.0,70.0,12,139,80,27,32,26,5,0,0,29,0.327238228253,2337659.0,0.000158033239847,0.327238228253,2448105.0,0.000910037817989,0.5,0.0
425,43,0,175.0,54.0,12,14,9,1,4,1,1,0,0,29,0.326689683727,627074.0,2.62291885372e-19,0.326689683727,656824.0,2.56282968264e-19,0.5,0.0
426,29,3,182.0,74.0,4,337,201,64,72,11,66,1,0,29,0.329817851039,1396422.0,0.000487256941832,0.329817851039,1463091.0,0.00258238106283,1.0,1.0
427,49,0,174.0,75.0,6,134,51,25,58,12,18,1,0,64,0.331603250588,708171.0,0.000167471661531,0.331603250588,739843.0,0.000769463720851,0.25,1.0
428,0,2,183.0,85.0,8,176,81,40,55,33,25,0,0,24,0.337471671658,564340.0,0.000169342793977,0.337471671658,580958.0,0.001227575913,0.125,0.0
429,25,2,183.0,72.0,4,43,17,6,20,1,2,0,0,24,0.336628162643,216972.0,0.0,0.336628162643,223272.0,0.0,0.0,0.0
430,89,2,193.0,92.0,1,321,132,89,100,31,41,4,3,24,0.337412262469,486699.0,0.000286328851523,0.337412262469,503482.0,0.0017840475069,0.0,4.0
431,28,2,188.0,83.0,5,262,96,76,90,0,7,0,0,47,0.332279904952,1307516.0,0.000355186255071,0.332279904952,1367415.0,0.00150153738463,0.125,0.0
432,25,2,196.0,84.0,0,340,121,84,135,105,39,2,0,24,0.337002437744,488453.0,0.000180611045524,0.337002437744,503699.0,0.00117582094666,0.0,2.0
433,58,1,174.0,70.0,12,3,0,2,1,0,1,0,0,4,0.338269348207,17457.0,0.000632383716039,0.338269348207,18203.0,0.0033077275558,0.375,0.0
434,15,2,173.0,72.0,10,88,38,23,27,3,9,1,0,24,0.335289266848,404876.0,0.000402177374557,0.335289266848,420504.0,0.0035225430233,0.0,1.0
435,72,2,189.0,83.0,5,66,27,18,21,0,1,0,0,24,0.336882747652,342717.0,8.42478277821e-05,0.336882747652,352751.0,0.000324838363443,0.125,0.0
436,54,0,180.0,68.0,4,198,80,50,68,10,31,0,0,33,0.328899614803,1387383.0,0.000276762444659,0.328899614803,1452444.0,0.0022208653236,1.0,0.0
437,77,1,176.0,70.0,11,203,100,43,60,64,29,0,2,33,0.334039442695,336672.0,0.000296199059968,0.334039442695,351569.0,0.0016264000081,0.625,0.0
438,57,1,174.0,73.0,2,151,75,31,45,41,18,2,1,33,0.328155638283,2330860.0,0.000183024922641,0.328155638283,2401114.0,0.0012724625507,0.75,2.0
439,29,3,170.0,73.0,11,347,201,59,87,93,58,2,1,47,0.330791126749,2419884.0,0.000343051709097,0.330791126749,2495380.0,0.00136328501397,0.375,2.0
440,62,3,174.0,68.0,10,103,36,18,49,7,18,0,1,30,0.369465774642,44136.0,0.0012534456062,0.369465774642,46868.0,0.00798609541861,1.0,0.0
441,33,2,178.0,77.0,12,54,18,17,19,16,7,0,1,24,0.336628162643,240219.0,0.0,0.336628162643,247194.0,0.0,0.0,0.0
442,37,3,186.0,81.0,12,147,48,35,64,1,41,1,0,30,0.351852962921,107266.0,0.00033481233944,0.351852962921,113311.0,0.00173476360584,0.75,1.0
443,0,2,169.0,68.0,4,112,44,26,42,3,27,0,2,24,0.333882952803,467446.0,0.000233130752969,0.333882952803,485269.0,0.00229991835516,0.25,0.0
444,92,0,190.0,79.0,4,416,192,109,115,24,90,5,2,33,0.331437110677,935161.0,0.000354914595726,0.331437110677,978444.0,0.00256164040719,1.0,5.0
445,59,1,190.0,88.0,5,46,25,14,7,0,0,0,0,33,0.338709667345,100207.0,0.000256794769173,0.338709667345,104962.0,0.0029368748784,0.5,0.0
446,86,3,181.0,75.0,6,213,109,51,53,4,28,0,3,33,0.328617407222,2875392.0,0.000217892250225,0.328617407222,2971742.0,0.00109525531902,1.0,0.0
447,15,2,168.0,67.0,10,89,41,18,30,10,1,0,0,24,0.337377929748,473107.0,0.00017630149761,0.337377929748,487107.0,0.00186391467201,0.25,0.0
448,3,1,186.0,81.0,6,66,25,19,22,8,16,1,0,24,0.341138201377,146106.0,0.00170445072507,0.341138201377,150880.0,0.008834980476,0.625,1.0
449,12,2,181.0,75.0,4,345,194,66,85,17,55,2,2,24,0.335151351572,874345.0,0.00043683293363,0.335151351572,912485.0,0.00346675992401,0.25,2.0
450,49,0,193.0,80.0,5,78,40,15,23,0,1,0,0,29,0.328655367296,746575.0,0.000235506553704,0.328655367296,781766.0,0.00185383946424,0.25,0.0
451,45,0,186.0,78.0,12,62,35,14,13,1,6,0,0,29,0.326885025552,1713518.0,0.000112218104034,0.326885025552,1794687.0,0.000875793570118,0.875,0.0
452,2,2,180.0,70.0,9,294,124,71,99,6,57,1,0,24,0.335466139291,592293.0,0.000254881585774,0.335466139291,613962.0,0.00209390756534,0.0,1.0
453,1,2,184.0,82.0,0,365,144,92,129,66,47,0,1,24,0.338871410688,616382.0,0.00049051927107,0.338871410688,641933.0,0.00263620082296,0.25,0.0
454,33,2,172.0,69.0,4,282,130,70,82,37,60,4,1,24,0.336628162643,581175.0,6.30604990995e-19,0.336628162643,598050.0,6.21644532779e-19,0.25,4.0
455,28,2,185.0,77.0,4,286,150,67,69,19,22,0,1,24,0.335590982994,717983.0,0.000231880794398,0.335590982994,743207.0,0.00187060812669,0.0,0.0
456,8,0,179.0,72.0,2,142,44,37,61,27,12,0,0,29,0.327293275196,3759823.0,0.000139975897838,0.327293275196,3898390.0,0.000810310359703,0.0,0.0
457,6,0,172.0,69.0,2,311,162,77,72,72,29,0,2,29,0.330410452646,1437246.0,0.000380049978829,0.330410452646,1504454.0,0.00293539762116,0.0,0.0
458,62,3,188.0,84.0,2,227,87,55,85,50,38,4,0,30,0.34847991546,318811.0,0.000525279591964,0.34847991546,335383.0,0.00319194270195,0.0,4.0
459,33,2,174.0,81.0,2,408,172,98,138,106,56,2,1,24,0.332865317586,1205152.0,0.00032799981076,0.332865317586,1255391.0,0.00284277303227,0.0,2.0
460,83,0,183.0,76.0,7,158,67,33,58,17,15,0,1,29,0.327147015363,2839840.0,0.000134303045222,0.327147015363,2974117.0,0.00101762970727,0.25,0.0
461,58,1,176.0,72.0,0,244,107,66,71,56,45,0,1,33,0.333576890687,461415.0,0.000887409872805,0.333576890687,483121.0,0.00450379557065,0.75,0.0
462,36,1,173.0,75.0,12,47,20,13,14,1,8,1,0,33,0.331753332517,97003.0,0.00160829893479,0.331753332517,101450.0,0.00656197402574,0.75,1.0
463,33,2,180.0,74.0,7,124,53,28,43,29,14,1,1,24,0.336628162643,588924.0,0.0,0.336628162643,606024.0,6.21644532779e-19,0.25,1.0
464,47,2,187.0,79.0,4,117,43,23,51,9,33,1,1,24,0.337194284729,458488.0,0.000151050915249,0.337194284729,471995.0,0.00175677836738,0.0,1.0
465,11,2,184.0,74.0,8,256,133,54,69,83,11,0,1,24,0.32876609585,3210213.0,0.000165660052993,0.32876609585,3316186.0,0.000940037301853,0.0,0.0
466,88,2,189.0,86.0,5,97,31,30,36,0,4,0,1,24,0.336628162643,418446.0,0.0,0.336628162643,430596.0,0.0,0.25,0.0
467,58,1,186.0,84.0,2,301,115,93,93,101,31,0,0,33,0.33946137055,241888.0,0.000465276345778,0.33946137055,253001.0,0.00375603027146,0.125,0.0
468,86,3,169.0,67.0,7,333,154,72,107,38,36,1,0,30,0.327839311523,14280115.0,0.000116166137245,0.327839311523,14676070.0,0.000641012954254,0.125,1.0
469,20,3,187.0,83.0,1,98,43,17,38,3,17,0,0,30,0.328923863742,2057796.0,0.000201405294638,0.328923863742,2116511.0,0.00070501327794,0.25,0.0
470,92,0,191.0,76.0,12,213,86,48,79,58,29,0,2,29,0.327058532187,2183675.0,0.00015661720368,0.327058532187,2286845.0,0.000996560998409,0.25,0.0
471,60,0,170.0,70.0,2,374,147,100,127,133,29,2,0,29,0.3271184219,3783655.0,0.000141653823647,0.3271184219,3963048.0,0.00107301283348,0.0,2.0
472,18,3,175.0,64.0,4,149,75,38,36,1,26,0,1,64,0.337738454415,481265.0,0.000692440467246,0.337738454415,501614.0,0.0038002303305,1.0,0.0
473,87,1,184.0,73.0,11,313,84,81,148,46,27,0,3,33,0.328175216245,1238326.0,0.000132977006593,0.328175216245,1296718.0,0.00100008851004,0.25,0.0
474,51,1,174.0,65.0,7,185,61,59,65,20,19,0,0,33,0.327802133728,2127949.0,8.8182363722e-05,0.327802133728,2188998.0,0.000597915626545,0.0,0.0
475,57,1,180.0,77.0,9,547,279,133,135,9,90,1,1,33,0.329540029638,2682726.0,0.000243943185979,0.329540029638,2770186.0,0.00124451680953,0.25,1.0
476,68,3,176.0,68.0,8,218,93,53,72,57,29,0,0,30,0.347495151215,193049.0,0.000517582382488,0.347495151215,202950.0,0.0039922613631,0.25,0.0
477,93,0,184.0,78.0,1,210,86,57,67,14,43,3,3,29,0.328555806517,2946941.0,0.000269456468573,0.328555806517,3046143.0,0.0013152084655,0.0,3.0
478,60,0,178.0,78.0,1,311,116,67,128,5,31,0,0,29,0.326831238024,2660621.0,7.29411571338e-05,0.326831238024,2786900.0,0.000345246613783,0.375,0.0
479,72,2,180.0,74.0,3,105,28,31,46,9,20,0,0,24,0.335714113204,409486.0,0.000511525280144,0.335714113204,425916.0,0.0045270318906,0.125,0.0
480,69,3,177.0,74.0,9,246,94,68,84,3,37,1,0,24,0.339273569566,495781.0,0.000453840685305,0.339273569566,512885.0,0.00249149498598,0.0,1.0
481,88,2,190.0,85.0,1,109,38,24,47,8,22,1,3,24,0.336782765876,447092.0,0.000268875643008,0.336782765876,461365.0,0.00248247084434,1.0,1.0
482,49,0,175.0,70.0,11,339,169,67,103,34,48,3,3,29,0.327772267582,7348373.0,0.000124330785009,0.327772267582,7575620.0,0.00063618411192,0.75,3.0
483,10,3,177.0,76.0,8,315,171,69,75,57,63,0,3,30,0.328717042807,4596004.0,0.000204918453893,0.328717042807,4732690.0,0.00102709395487,0.0,0.0
484,28,2,190.0,96.0,2,198,73,58,67,62,18,1,2,24,0.34023088661,395922.0,0.00102857514535,0.34023088661,408208.0,0.00487103809836,0.875,1.0
485,12,2,180.0,80.0,11,492,337,74,81,166,48,2,2,24,0.333697391571,1226817.0,0.000323532120757,0.333697391571,1281014.0,0.00243585221675,0.25,2.0
486,60,0,185.0,82.0,6,148,48,40,60,3,10,1,0,29,0.327453784176,1872880.0,0.000242046588879,0.327453784176,1961883.0,0.00106333337196,0.625,1.0
487,57,1,172.0,67.0,4,219,78,60,81,15,10,0,0,33,0.328289421676,983657.0,0.000197268186985,0.328289421676,1030028.0,0.00112312079065,0.75,0.0
488,93,0,181.0,81.0,2,305,147,58,100,85,12,0,0,30,0.333921802558,1104808.0,0.000456822481866,0.333921802558,1154647.0,0.00257363056308,1.0,0.0
489,88,2,166.0,67.0,6,345,124,88,133,10,60,2,2,24,0.337964428763,719330.0,0.000647498485039,0.337964428763,748271.0,0.00404162786983,1.0,2.0
490,38,2,183.0,81.0,11,116,44,21,51,36,14,1,0,24,0.338653686263,343480.0,0.000401751306022,0.338653686263,356372.0,0.00369187139236,0.0,1.0
491,75,0,193.0,88.0,5,327,166,77,84,0,20,0,0,47,0.330355665281,1640175.0,0.000333088610311,0.330355665281,1718213.0,0.00175325049337,0.125,0.0
492,39,2,185.0,81.0,2,118,45,28,45,27,21,1,1,24,0.335474738137,359945.0,0.000387803662566,0.335474738137,373929.0,0.00346572217794,0.125,1.0
493,34,0,181.0,74.0,8,304,126,67,111,53,51,1,3,24,0.331519671419,1357018.0,0.000225126547317,0.331519671419,1413706.0,0.00138391471673,0.5,1.0
494,21,0,170.0,67.0,6,660,404,146,110,16,106,1,3,29,0.328288842421,4067735.0,0.000198859198216,0.328288842421,4219969.0,0.00111282026694,0.5,1.0
495,49,0,180.0,65.0,7,419,193,114,112,77,57,1,2,29,0.327603259132,2852488.0,0.000151295487447,0.327603259132,2986708.0,0.00085976704767,0.75,1.0
496,80,0,198.0,83.0,5,189,67,52,70,1,11,0,1,29,0.327502677908,3444336.0,0.000145217223051,0.327502677908,3566661.0,0.00062392765741,0.125,0.0
497,90,2,190.0,89.0,1,225,87,57,81,13,18,3,1,24,0.336628162643,674163.0,0.0,0.336628162643,693738.0,6.21644532779e-19,0.875,3.0
498,31,2,176.0,62.0,9,198,104,42,52,4,27,0,1,24,0.335862502197,503271.0,0.000402046381693,0.335862502197,523887.0,0.00341154580677,0.0,0.0
499,20,3,177.0,71.0,10,256,106,60,90,27,46,3,1,30,0.329088063878,2092574.0,0.000233553837775,0.329088063878,2153148.0,0.000956875860665,0.5,3.0
500,44,1,184.0,75.0,1,226,110,65,51,19,31,1,1,33,0.328191167165,2398655.0,0.000331590733138,0.328191167165,2471778.0,0.00202363217113,0.75,1.0
