,club,leagueCountry,height,weight,position,games,victories,ties,defeats,goals,yellowCards,yellowReds,redCards,Alpha_3,meanIAT,nIAT,seIAT,meanExp,nExp,seExp,meanRating,yellowRed
0,29,3,172.0,67.0,7,364,226,57,81,32,56,1,3,30,0.330002381638,2574735.0,0.000231022318524,0.330002381638,2655936.0,0.00143118572993,0.25,1.0
1,10,3,183.0,73.0,2,294,145,62,87,60,16,0,0,30,0.329109643648,2565503.0,0.000233229837091,0.329109643648,2647455.0,0.00117930246526,0.125,0.0
2,35,3,171.0,69.0,2,178,53,43,82,39,22,1,0,30,0.366672824323,87911.0,0.000357719465581,0.366672824323,92973.0,0.00133522598821,0.25,1.0
3,9,3,182.0,78.0,2,322,125,82,115,105,68,3,4,30,0.340878480524,305901.0,0.000436681927175,0.340878480524,321422.0,0.00261218579045,0.25,3.0
4,66,3,190.0,88.0,5,44,22,6,16,0,1,0,1,30,0.348043814825,105304.0,0.000458675628467,0.348043814825,110781.0,0.00289354952894,0.0,0.0
5,68,3,187.0,77.0,2,200,78,62,60,52,8,0,0,30,0.367936292808,84419.0,0.000203501437923,0.367936292808,89444.0,0.00244123530217,0.0,0.0
6,86,3,181.0,77.0,4,529,277,130,122,10,187,3,6,30,0.339124343715,716082.0,0.000479331224965,0.339124343715,749800.0,0.00299959822795,0.25,3.0
7,74,3,186.0,82.0,1,170,50,50,70,4,69,0,3,30,0.339074263095,224414.0,0.000453359022278,0.339074263095,235845.0,0.00302395282953,0.125,0.0
8,62,3,177.0,68.0,12,17,5,3,9,1,1,0,0,30,0.369893594187,19635.0,0.0,0.369893594187,20867.0,0.0,0.25,0.0
9,59,1,188.0,92.0,1,364,239,79,46,36,48,0,2,33,0.329315214849,3245908.0,0.000188702229903,0.329315214849,3357041.0,0.00112353828659,0.5,0.0
10,35,3,183.0,80.0,1,255,96,57,102,16,77,7,4,30,0.342410203111,227803.0,0.000435206175078,0.342410203111,239394.0,0.0031642710383,0.0,7.0
11,61,3,175.0,73.0,0,226,90,51,85,53,25,0,0,30,0.35469866904,176700.0,0.00031127086087,0.35469866904,186612.0,0.00186957128415,0.25,0.0
12,64,3,192.0,86.0,1,126,45,37,44,5,40,4,1,30,0.342119398632,218136.0,0.000414387086852,0.342119398632,229586.0,0.0026817562724,0.375,4.0
13,9,3,192.0,85.0,1,272,98,65,109,5,92,9,4,30,0.328561158761,2855438.0,0.000217853030069,0.328561158761,2951536.0,0.00117207235977,0.0,9.0
14,9,3,182.0,73.0,0,230,101,57,72,21,62,1,4,30,0.329089541609,2253164.0,0.000257615967439,0.329089541609,2320866.0,0.00142617598231,0.0,1.0
15,49,0,176.0,69.0,3,219,147,27,45,13,19,0,0,29,0.328235756909,3072420.0,0.000209853179979,0.328235756909,3178108.0,0.000933946467854,0.75,0.0
16,61,3,188.0,81.0,1,23,5,5,13,0,2,1,0,30,0.369569637178,35260.0,9.68691914173e-06,0.369569637178,37036.0,0.000486407995971,0.5,1.0
17,4,1,184.0,76.0,1,268,89,81,98,21,53,2,3,33,0.337953518674,139872.0,0.000366953882279,0.337953518674,146041.0,0.00274518582289,0.75,2.0
18,6,0,179.06870229,73.0687022901,6,257,126,56,75,21,48,1,0,72,0.334427965314,1080957.0,0.00042797395414,0.334427965314,1131225.0,0.0026668523458,0.38358778626,1.0
19,68,3,192.0,84.0,1,179,74,45,60,11,27,0,0,30,0.368252880158,88441.0,0.000347432087924,0.368252880158,93916.0,0.000908144313213,0.25,0.0
20,57,1,184.0,81.0,5,54,27,12,15,0,3,0,0,33,0.332599610972,157511.0,0.000433286918289,0.332599610972,164961.0,0.0026783871322,0.25,0.0
21,61,3,176.0,74.0,6,343,138,91,114,16,61,2,3,30,0.344887175604,334190.0,0.000459331420209,0.344887175604,350431.0,0.0028867787791,0.25,2.0
22,70,3,173.0,72.0,4,172,65,43,64,31,45,0,1,30,0.369893594187,76755.0,0.0,0.369893594187,81571.0,2.54903949414e-18,0.125,0.0
23,70,3,184.0,82.0,2,199,73,40,86,35,37,1,1,30,0.355371259672,150911.0,0.000349614552398,0.355371259672,159593.0,0.00151504377952,0.25,1.0
24,23,3,184.0,80.0,5,364,140,90,134,1,33,1,4,30,0.349947340108,238264.0,0.000545398491356,0.349947340108,250953.0,0.00378440721848,0.0,1.0
25,66,3,184.0,79.0,9,363,243,71,49,6,85,5,0,30,0.32934278215,3075512.0,0.000234338994817,0.32934278215,3180546.0,0.00138735093252,0.25,5.0
26,61,3,189.0,76.0,2,267,100,70,97,35,33,2,0,30,0.364030510219,153466.0,0.000383062318012,0.364030510219,161714.0,0.00294030189563,0.25,2.0
27,18,3,185.0,77.0,1,148,52,30,66,5,48,4,2,30,0.369893594187,67830.0,1.31389640371e-18,0.369893594187,72086.0,0.0,0.25,4.0
28,9,3,186.0,81.0,5,7,6,1,0,0,2,0,0,29,0.333516325557,59572.0,0.000302489938311,0.333516325557,62293.0,0.00199929985307,0.0,0.0
29,10,3,189.0,85.0,5,147,61,31,55,0,5,1,0,30,0.339359447486,307381.0,0.000546033237049,0.339359447486,322197.0,0.00365206795072,0.125,1.0
30,9,3,182.0,82.0,1,120,53,30,37,6,25,1,1,30,0.33938595306,220331.0,0.00049883238591,0.33938595306,231068.0,0.00343516008374,0.0,1.0
31,23,3,175.0,75.0,6,221,92,51,78,4,56,1,1,30,0.369893594187,105315.0,1.31389640371e-18,0.369893594187,111923.0,0.0,0.0,1.0
32,21,0,178.0,70.0,9,287,131,65,91,4,41,1,0,30,0.328489728009,2936061.0,0.000210199383886,0.328489728009,3035310.0,0.00120707279628,0.25,1.0
33,26,3,181.0,75.0,4,115,45,27,43,2,27,1,1,30,0.369893594187,49980.0,0.0,0.369893594187,53116.0,0.0,0.25,1.0
34,69,3,177.0,70.0,6,160,67,43,50,0,26,1,0,30,0.369893594187,94605.0,1.31389640371e-18,0.369893594187,100541.0,0.0,0.25,1.0
35,42,3,188.0,90.0,1,471,179,121,171,10,126,9,5,30,0.344491480479,347483.0,0.000483307688772,0.344491480479,365608.0,0.00290181959317,0.25,9.0
36,25,2,188.0,80.0,1,142,62,34,46,4,11,0,0,24,0.336248033613,348756.0,0.000174011040374,0.336248033613,359844.0,0.00147766770403,0.75,0.0
37,69,3,179.0,79.0,12,150,54,46,50,4,35,0,1,30,0.369893594187,83895.0,1.31389640371e-18,0.369893594187,89159.0,0.0,0.25,0.0
38,42,3,180.0,71.0,7,279,104,55,120,56,36,1,2,30,0.364084228052,156725.0,0.000401770258665,0.364084228052,165744.0,0.00284813546257,0.25,1.0
39,86,3,187.0,83.0,9,159,76,36,47,4,43,2,1,30,0.342930782223,259614.0,0.000451613381901,0.342930782223,272700.0,0.00238184205413,0.125,2.0
40,29,3,183.0,70.0,1,124,79,22,23,6,19,0,0,30,0.329127363377,2292287.0,0.000216351986269,0.329127363377,2361855.0,0.00108294822434,0.0,0.0
41,20,3,178.0,72.0,7,109,32,23,54,1,19,2,0,30,0.369893594187,87465.0,0.0,0.369893594187,92953.0,0.0,0.25,2.0
42,64,3,175.0,72.0,3,144,67,29,48,14,47,0,0,30,0.368094455498,70698.0,0.000338513608707,0.368094455498,74933.0,0.00192576991408,0.25,0.0
43,61,3,176.0,73.0,12,2,1,1,0,0,0,0,0,30,0.369893594187,3570.0,0.0,0.369893594187,3794.0,0.0,0.25,0.0
44,61,3,180.0,78.0,12,75,23,22,30,3,25,0,1,30,0.369893594187,67830.0,1.31389640371e-18,0.369893594187,72086.0,0.0,0.25,0.0
45,78,1,172.0,69.0,4,194,77,52,65,4,28,1,1,33,0.334683895844,158510.0,0.0,0.334683895844,165605.0,0.0,0.75,1.0
46,23,3,181.0,76.0,2,215,67,52,96,41,27,1,3,30,0.367209344618,120127.0,0.00136618736683,0.367209344618,127290.0,0.0058281234536,0.375,1.0
47,35,3,185.0,73.0,4,224,94,51,79,4,55,4,1,30,0.355666364119,144509.0,0.000461340817635,0.355666364119,152683.0,0.00246276103764,0.25,4.0
48,37,3,184.0,77.0,12,72,27,14,31,4,21,2,0,30,0.367060648151,81447.0,0.00029628300972,0.367060648151,86531.0,0.00366278595902,0.0,2.0
49,20,3,180.0,75.0,4,200,79,38,83,4,34,1,0,30,0.345423023824,249185.0,0.000393362972519,0.345423023824,262403.0,0.00231146131395,0.25,1.0
50,60,0,183.0,75.0,9,295,147,74,74,6,37,0,2,29,0.330562811389,1354491.0,0.000375481217387,0.330562811389,1418056.0,0.00248967622771,0.5,0.0
51,5,1,189.0,78.0,2,232,117,55,60,66,52,0,1,33,0.336199734709,464329.0,0.000404938797635,0.336199734709,485950.0,0.00321257106389,0.5,0.0
52,23,3,175.0,68.0,11,207,74,53,80,29,24,0,0,30,0.352200814314,202621.0,0.000653006534481,0.352200814314,212804.0,0.00438148626539,0.25,0.0
53,33,2,194.0,85.0,1,95,41,21,33,4,23,2,2,24,0.336628162643,309960.0,0.0,0.336628162643,318960.0,6.21644532779e-19,0.5,2.0
54,69,3,178.0,64.0,2,165,56,38,71,32,13,0,0,30,0.329381048823,1255712.0,0.000233650721274,0.329381048823,1316439.0,0.00136316251617,0.25,0.0
55,29,3,189.0,73.0,4,338,250,54,34,12,74,1,1,30,0.330003082218,2416439.0,0.000257367580171,0.330003082218,2490164.0,0.00168923869519,0.25,1.0
56,88,2,178.0,74.0,8,413,182,85,146,123,79,1,2,24,0.335097560038,819255.0,0.000324759354657,0.335097560038,851756.0,0.00232193275262,0.75,1.0
57,74,3,187.0,84.0,1,104,34,23,47,12,39,2,3,30,0.333783653874,494976.0,0.000390561223185,0.333783653874,519404.0,0.0026472332076,0.25,2.0
58,61,3,191.0,88.0,5,199,72,51,76,0,11,0,1,30,0.369997339486,103467.0,3.30968499472e-05,0.369997339486,109947.0,0.000463318779891,0.0,0.0
59,52,3,182.0,75.0,4,162,69,38,55,11,42,1,1,30,0.338141163538,286341.0,0.000434453937381,0.338141163538,300199.0,0.00303118914301,0.0,1.0
60,23,3,175.0,71.0,8,220,57,59,104,24,28,0,1,30,0.352551322081,123533.0,0.00039107692847,0.352551322081,130475.0,0.00182743905113,0.25,0.0
61,86,3,176.0,65.0,0,144,66,32,46,22,15,0,0,30,0.328701290329,2206972.0,0.000195994174443,0.328701290329,2272223.0,0.000712949303841,0.0,0.0
62,26,3,182.0,79.0,6,548,285,115,148,44,86,3,2,30,0.338518233985,719854.0,0.000498998502052,0.338518233985,754195.0,0.00357848617708,0.25,3.0
63,11,2,179.0,81.0,9,16,3,3,10,2,4,0,0,24,0.337402226866,102154.0,0.000290665573881,0.337402226866,105116.0,0.00232316616039,0.5,0.0
64,68,3,189.0,79.0,9,149,59,44,46,1,17,1,1,30,0.367154615704,77562.0,0.000354485335127,0.367154615704,82189.0,0.00235018181219,0.125,1.0
65,62,3,173.0,76.0,6,148,53,28,67,1,58,2,1,30,0.369893594187,74970.0,0.0,0.369893594187,79674.0,2.54903949414e-18,0.25,2.0
66,9,3,182.0,71.0,6,114,50,29,35,1,22,2,1,30,0.349119141117,209597.0,0.000379864848302,0.349119141117,220721.0,0.00218296886922,0.0,2.0
67,64,3,182.0,78.0,5,119,49,30,40,1,11,0,3,30,0.369893594187,87465.0,0.0,0.369893594187,92953.0,0.0,0.25,0.0
68,64,3,177.0,71.0,12,105,38,24,43,0,25,0,0,30,0.330090863295,781760.0,0.000272140260312,0.330090863295,819500.0,0.00142180170783,0.25,0.0
69,29,3,179.0,75.0,3,536,351,106,79,111,91,0,1,29,0.328450886586,5410503.0,0.000186165423418,0.328450886586,5585623.0,0.0011862165883,0.25,0.0
70,2,2,185.0,79.0,1,180,68,40,72,17,48,1,2,24,0.336628162643,309960.0,0.0,0.336628162643,318960.0,6.21644532779e-19,0.25,1.0
71,74,3,173.0,63.0,9,50,15,13,22,1,9,0,1,30,0.369541638429,45437.0,9.91312855103e-06,0.369541638429,47677.0,0.000497986396423,0.0,0.0
72,10,3,184.0,76.0,6,168,49,48,71,5,46,4,1,30,0.365200148169,73831.0,0.000201847175281,0.365200148169,78264.0,0.001463813298,0.125,4.0
73,74,3,176.0,70.0,9,203,87,60,56,23,48,3,2,30,0.353949663254,152541.0,0.000461761033184,0.353949663254,160786.0,0.00294559554028,0.125,3.0
74,20,3,177.0,73.0,4,166,75,42,49,1,47,2,1,30,0.369893594187,83895.0,1.31389640371e-18,0.369893594187,89159.0,0.0,0.375,2.0
75,29,3,178.0,65.0,8,139,89,28,22,29,6,0,0,30,0.329035773354,2143769.0,0.000217291216521,0.329035773354,2206362.0,0.00113722324438,0.25,0.0
76,66,3,185.0,80.0,8,646,433,118,95,419,93,3,5,30,0.331637013608,1407265.0,0.000347349473081,0.331637013608,1473514.0,0.00227054899867,0.25,3.0
77,93,0,165.0,65.0,7,162,48,40,74,16,35,1,2,30,0.3299922771,630478.0,0.000261546687853,0.3299922771,661127.0,0.00136919510716,0.0,1.0
78,81,0,190.0,84.0,1,287,128,71,88,13,49,2,2,30,0.328715705176,1773409.0,0.00024295765126,0.328715705176,1858324.0,0.00152586679464,0.25,2.0
79,86,3,178.0,70.0,9,2,2,0,0,0,0,0,0,30,0.369893594187,3570.0,0.0,0.369893594187,3794.0,0.0,0.375,0.0
80,18,3,188.0,79.0,9,234,77,64,93,5,66,2,2,30,0.369893594187,82110.0,1.31389640371e-18,0.369893594187,87262.0,0.0,0.0,2.0
81,20,3,174.0,68.0,4,149,56,45,48,14,19,1,0,30,0.355305302359,143096.0,0.000540274929921,0.355305302359,150841.0,0.00428747864466,0.125,1.0
82,29,3,173.0,64.0,9,579,369,110,100,38,146,7,2,30,0.328197667584,8679662.0,0.000166795789311,0.328197667584,8931075.0,0.000833702157845,0.375,7.0
83,37,3,181.0,68.0,12,123,42,34,47,12,36,1,3,30,0.369893594187,76755.0,0.0,0.369893594187,81571.0,2.54903949414e-18,0.25,1.0
84,11,2,171.0,73.0,9,88,62,14,12,4,18,0,0,30,0.335483470246,359766.0,0.000407584569337,0.335483470246,374719.0,0.0026508369271,0.0,0.0
85,68,3,179.0,74.0,10,130,52,33,45,3,26,2,0,30,0.369587175282,68670.0,0.000371367874443,0.369587175282,72969.0,0.00116104806602,0.25,2.0
86,62,3,182.0,77.0,5,86,31,21,34,0,8,0,1,30,0.369893594187,87465.0,0.0,0.369893594187,92953.0,0.0,0.0,0.0
87,45,0,168.0,65.0,12,97,41,17,39,17,13,0,0,30,0.328478471859,2524732.0,0.000176545458633,0.328478471859,2605223.0,0.000825362044433,0.0,0.0
88,12,2,188.0,87.0,1,308,178,62,68,19,56,3,2,24,0.338449568784,745063.0,0.000240187396145,0.338449568784,773724.0,0.00201076381005,0.5,3.0
89,62,3,189.0,82.0,5,157,60,45,52,1,17,0,1,30,0.367145632997,105040.0,0.000143927495118,0.367145632997,111342.0,0.000781778410768,0.0,0.0
90,21,0,185.0,73.0,1,281,174,47,60,17,70,0,0,72,0.328503736658,5074476.0,0.00018677621371,0.328503736658,5232354.0,0.00109319286198,0.0,0.0
91,42,3,188.0,82.0,1,272,128,71,73,12,73,5,2,30,0.342685923971,330898.0,0.000425839068956,0.342685923971,347056.0,0.00281091241834,0.0,5.0
92,48,0,170.0,67.0,0,449,274,77,98,80,44,1,2,30,0.328517320776,5194354.0,0.000188946018768,0.328517320776,5359677.0,0.00111385384703,0.25,1.0
93,29,3,175.0,69.0,2,550,337,106,107,280,61,2,5,30,0.330758774039,2732288.0,0.000284725322705,0.330758774039,2820500.0,0.00179763846512,0.25,2.0
94,49,0,190.0,82.0,5,247,135,46,66,0,6,0,0,30,0.328261891991,3204569.0,0.000196012562664,0.328261891991,3316641.0,0.00119793674041,0.0,0.0
95,20,3,175.0,68.0,0,357,136,93,128,58,77,1,3,30,0.333238436793,919822.0,0.000332296275526,0.333238436793,965486.0,0.00175943644128,0.375,1.0
96,9,3,180.0,76.0,11,206,83,53,70,27,38,0,1,30,0.343420784168,265847.0,0.000500003248246,0.343420784168,279009.0,0.0036868063139,0.125,0.0
97,68,3,182.0,82.0,6,174,58,45,71,6,34,0,0,30,0.369195541408,85242.0,0.000474303028642,0.369195541408,90363.0,0.00254705299377,0.25,0.0
98,89,2,173.0,73.0,0,393,194,84,115,108,82,1,1,24,0.329344664408,4769492.0,0.000199686752493,0.329344664408,4911722.0,0.00080663637482,0.25,1.0
99,86,3,188.0,85.0,5,221,77,58,86,0,24,0,1,30,0.328775563005,2214732.0,0.000205753616637,0.328775563005,2280696.0,0.000709953095149,0.375,0.0
100,35,3,174.0,67.0,8,200,63,48,89,38,30,1,0,30,0.369893594187,57120.0,0.0,0.369893594187,60704.0,0.0,0.25,1.0
101,10,3,189.0,81.0,2,232,113,53,66,93,68,1,4,30,0.345337765867,266786.0,0.000530255374513,0.345337765867,280511.0,0.00367696741808,0.25,1.0
102,74,3,196.0,89.0,5,300,150,68,82,0,20,0,3,30,0.336894622686,504869.0,0.000394064651868,0.336894622686,528713.0,0.00262252363762,0.125,0.0
103,23,3,180.0,75.0,6,58,27,9,22,0,10,0,0,30,0.369893594187,60690.0,0.0,0.369893594187,64498.0,0.0,0.125,0.0
104,23,3,175.0,70.0,12,74,41,11,22,10,6,0,0,30,0.353739328457,136084.0,0.000495278341283,0.353739328457,142829.0,0.00316691573883,0.5,0.0
105,15,2,189.0,83.0,6,196,89,48,59,10,46,3,0,30,0.329137958394,2508852.0,0.000201338165432,0.329137958394,2585463.0,0.00123288277469,0.25,3.0
106,45,0,194.0,89.0,5,207,111,46,50,0,11,0,2,47,0.329133193739,2424383.0,0.000249682721055,0.329133193739,2500577.0,0.000902492685333,0.25,0.0
107,64,3,180.0,69.0,6,191,80,50,61,3,19,0,2,30,0.369893594187,89250.0,1.31389640371e-18,0.369893594187,94850.0,0.0,0.25,0.0
108,52,3,175.0,71.0,7,328,129,80,119,36,77,3,5,30,0.340124378279,317242.0,0.000445009478899,0.340124378279,333104.0,0.00272717272832,0.25,3.0
109,18,3,179.0,78.0,1,103,33,28,42,3,24,2,1,30,0.368263388493,93453.0,0.000180120999925,0.368263388493,98917.0,0.00153144678863,0.0,2.0
110,76,2,185.0,90.0,2,180,69,49,62,33,24,0,0,24,0.336031397484,463789.0,0.000264149581381,0.336031397484,479950.0,0.00252585482776,0.0,0.0
111,70,3,176.0,72.0,8,76,32,17,27,8,7,0,0,30,0.369893594187,60690.0,0.0,0.369893594187,64498.0,0.0,0.0,0.0
112,9,3,180.0,73.0,1,82,35,19,28,0,8,1,0,30,0.347353733529,102849.0,0.000487391506609,0.347353733529,108129.0,0.00327799654842,0.125,1.0
113,52,3,177.0,74.0,7,219,83,51,85,27,48,1,3,30,0.339232486218,333868.0,0.000516041072109,0.339232486218,350096.0,0.00345713107387,0.75,1.0
114,68,3,184.0,79.0,4,123,48,35,40,5,18,2,0,30,0.368183204412,73503.0,0.000397798593784,0.368183204412,78029.0,0.00241080821572,0.0,2.0
115,23,3,183.0,80.0,6,203,96,49,58,6,28,1,0,72,0.340021748158,349245.0,0.000626658862387,0.340021748158,365037.0,0.00417487700994,0.75,1.0
116,72,2,169.0,59.0,7,84,35,19,30,3,11,0,1,30,0.356402150395,121570.0,0.000302690655162,0.356402150395,127370.0,0.00287897917601,0.25,0.0
117,39,2,193.0,85.0,1,94,39,30,25,6,24,0,2,7,0.342069275595,298019.0,0.000354321778339,0.342069275595,310297.0,0.00217802352331,0.5,0.0
118,16,2,194.0,80.0,1,147,82,30,35,9,9,1,0,24,0.336837696063,318336.0,0.000294137566528,0.336837696063,329663.0,0.00209962626879,0.75,1.0
119,74,3,176.0,69.0,6,387,170,85,132,3,117,4,3,30,0.33924167092,444062.0,0.000468908505101,0.33924167092,465762.0,0.00297892049038,0.125,4.0
120,21,0,183.0,70.0,2,594,312,134,148,237,74,5,1,30,0.32934665338,3511051.0,0.000256347418357,0.32934665338,3636550.0,0.00154312149095,0.125,5.0
121,37,3,178.0,71.0,12,51,18,8,25,4,13,0,0,30,0.369893594187,33915.0,0.0,0.369893594187,36043.0,0.0,0.0,0.0
122,60,0,172.0,65.0,6,92,45,18,29,4,13,0,2,29,0.32755967571,926124.0,0.000179206844721,0.32755967571,969876.0,0.000967890704872,0.0,0.0
123,66,3,179.0,70.0,6,237,144,38,55,15,50,5,1,72,0.329479374,2464591.0,0.000289080929753,0.329479374,2541129.0,0.00154444565134,0.375,5.0
124,89,2,168.0,67.0,9,86,34,27,25,4,14,0,1,24,0.343466905233,166737.0,0.000335702364264,0.343466905233,171895.0,0.00296422731704,0.25,0.0
125,10,3,180.0,74.0,4,383,186,85,112,25,112,7,0,30,0.336852074925,511761.0,0.000405854922427,0.336852074925,536823.0,0.0022670311559,0.0,7.0
126,26,3,182.0,75.0,9,94,25,23,46,2,30,3,1,30,0.369893594187,74970.0,0.0,0.369893594187,79674.0,2.54903949414e-18,0.375,3.0
127,54,0,178.0,75.0,6,217,83,47,87,4,32,0,0,29,0.329892871522,1250227.0,0.00029574468826,0.329892871522,1310980.0,0.00150640862453,0.375,0.0
128,35,3,178.0,71.0,7,224,87,54,83,15,28,2,0,30,0.345163432762,182887.0,0.000475704384165,0.345163432762,192404.0,0.00285620278612,0.0,2.0
129,61,3,190.0,84.0,1,200,61,45,94,7,41,2,1,24,0.346749762622,248857.0,0.000471664398273,0.346749762622,257694.0,0.00367084029294,0.0,2.0
130,6,0,179.0,68.0,11,319,149,79,91,81,28,0,2,33,0.329432758234,3035036.0,0.000332193829978,0.329432758234,3138126.0,0.00178488600071,0.75,0.0
131,82,0,191.0,82.0,5,329,187,68,74,0,12,0,1,29,0.329303553416,3300765.0,0.000207635964163,0.329303553416,3413613.0,0.0010786405581,0.375,0.0
132,70,3,186.0,82.0,1,45,13,9,23,0,14,1,0,30,0.369893594187,55335.0,0.0,0.369893594187,58807.0,0.0,0.125,1.0
133,60,0,179.0,77.0,3,213,112,42,59,20,47,0,1,30,0.330668156454,923717.0,0.00031814033942,0.330668156454,968000.0,0.00210612281175,0.0,0.0
134,86,3,190.0,80.0,5,141,62,41,38,0,14,0,0,30,0.346694584659,189463.0,0.00049665013088,0.346694584659,199641.0,0.00287681030404,0.25,0.0
135,9,3,181.0,77.0,4,311,117,82,112,20,92,4,0,30,0.341146094379,305175.0,0.000419701519074,0.341146094379,320568.0,0.00272553283702,0.125,4.0
136,62,3,188.0,79.0,1,73,31,9,33,4,35,2,0,30,0.369893594187,35700.0,1.31389640371e-18,0.369893594187,37940.0,0.0,0.25,2.0
137,36,1,188.0,87.0,1,184,79,53,52,12,46,1,1,33,0.332784226727,276304.0,0.000365945084715,0.332784226727,289080.0,0.00306303156827,0.75,1.0
138,51,1,182.0,73.0,1,342,143,105,94,19,37,0,4,33,0.328400123416,2459019.0,0.000167356801728,0.328400123416,2534731.0,0.0011220071831,0.25,0.0
139,21,0,189.0,85.0,5,48,28,7,13,0,2,0,0,29,0.327783190314,839365.0,0.000145891517726,0.327783190314,879158.0,0.000832052580471,0.125,0.0
140,35,3,176.0,73.0,12,28,9,13,6,2,8,0,0,30,0.369893594187,39270.0,1.31389640371e-18,0.369893594187,41734.0,0.0,0.25,0.0
141,20,3,173.0,69.0,9,158,68,38,52,1,43,2,2,30,0.328922669448,2105705.0,0.000199117797847,0.328922669448,2166702.0,0.000859454723234,0.375,2.0
142,70,3,182.0,74.0,2,383,167,93,123,95,57,2,1,30,0.329885148084,3240579.0,0.000306630044876,0.329885148084,3353455.0,0.00160566620558,0.25,2.0
143,20,3,176.0,67.0,12,161,68,40,53,47,27,3,1,30,0.333203043745,580166.0,0.000338381755373,0.333203043745,609029.0,0.00176864561328,0.25,3.0
144,82,0,173.0,67.0,7,103,45,15,43,17,12,0,0,30,0.340275047996,280086.0,0.00048770000032,0.340275047996,294033.0,0.00326156019986,0.25,0.0
145,9,3,177.0,72.0,8,102,34,25,43,15,5,0,0,30,0.339087720725,213153.0,0.000436052366222,0.339087720725,223500.0,0.00279976879551,0.0,0.0
146,6,0,193.0,85.0,1,31,19,1,11,2,2,0,0,29,0.32685632087,1036455.0,7.73394882295e-05,0.32685632087,1085631.0,0.000524198935637,0.0,0.0
147,9,3,170.0,65.0,0,77,23,20,34,6,5,0,0,30,0.368465435557,87156.0,0.000119630725983,0.368465435557,92422.0,0.000669550279748,0.125,0.0
148,66,3,185.0,84.0,5,775,511,128,136,0,23,1,1,30,0.329244454722,4835958.0,0.000231978783593,0.329244454722,4984401.0,0.00138457566988,0.0,1.0
149,71,1,180.0,69.0,11,268,94,70,104,73,21,0,3,33,0.330740189117,531764.0,0.000226303467782,0.330740189117,555975.0,0.00186879510965,0.25,0.0
150,29,3,170.0,65.0,7,572,399,105,68,58,47,0,0,30,0.329109176296,4504614.0,0.000221135896119,0.329109176296,4637079.0,0.00134272053014,0.125,0.0
151,9,3,191.0,81.0,5,321,134,72,115,0,21,0,0,30,0.340448086858,393294.0,0.000502094887017,0.340448086858,412380.0,0.00384219949577,0.0,0.0
152,9,3,182.0,75.0,9,455,180,106,169,34,55,1,0,30,0.339644662482,391251.0,0.00048195397193,0.339644662482,410474.0,0.00338091698028,0.125,1.0
153,37,3,179.0,70.0,4,259,105,62,92,5,76,1,5,30,0.332471564455,833819.0,0.000320584253598,0.332471564455,874822.0,0.00170019837888,0.375,1.0
154,29,3,181.0,74.0,11,43,30,6,7,6,4,0,0,30,0.342065566076,163657.0,0.000427426370351,0.342065566076,171464.0,0.00321109675039,0.125,0.0
155,52,3,176.0,74.0,0,162,98,30,34,40,16,2,0,30,0.328522150294,2411246.0,0.000203438101513,0.328522150294,2485886.0,0.00117056251672,0.25,2.0
156,9,3,180.0,76.0,12,36,12,10,14,3,3,0,0,30,0.349022266292,104215.0,0.000411245806747,0.349022266292,109522.0,0.00330250355866,0.25,0.0
157,9,3,187.0,75.0,4,176,71,45,60,1,55,1,0,30,0.340896867405,243642.0,0.000508405419284,0.340896867405,255350.0,0.00377539060088,0.125,1.0
158,68,3,181.0,77.0,1,124,59,28,37,9,33,1,4,30,0.328322588481,2180709.0,0.000198571194404,0.328322588481,2244628.0,0.00106581971091,0.25,1.0
159,9,3,178.0,74.0,3,84,37,16,31,2,17,0,0,30,0.351269978957,140397.0,0.000528042605702,0.351269978957,147550.0,0.00431791657283,0.0,0.0
160,37,3,180.301886792,76.1509433962,7,218,73,54,91,7,26,2,2,30,0.371203521428,179914.0,0.000163195926558,0.371203521428,191420.0,0.00255689529357,0.0,2.0
161,62,3,181.0,74.0,4,238,92,50,96,10,74,1,0,30,0.368637193004,106057.0,0.000456344952311,0.368637193004,112528.0,0.00126658863287,0.125,1.0
162,48,0,186.0,82.0,4,250,157,42,51,14,66,1,2,30,0.331631844916,1107613.0,0.000400375805564,0.331631844916,1159964.0,0.00262323667681,0.125,1.0
163,69,3,179.0,77.0,2,231,87,66,78,92,39,1,1,30,0.369893594187,87465.0,0.0,0.369893594187,92953.0,0.0,0.125,1.0
164,74,3,177.0,72.0,3,66,29,15,22,3,11,2,0,30,0.369893594187,64260.0,0.0,0.369893594187,68292.0,0.0,0.5,2.0
165,26,3,179.0,76.0,12,127,42,32,53,2,29,2,2,30,0.369893594187,42840.0,1.31389640371e-18,0.369893594187,45528.0,0.0,0.125,2.0
166,12,2,190.0,81.0,4,356,183,71,102,29,92,2,3,30,0.328528510854,4468217.0,0.000225660759562,0.328528510854,4598207.0,0.0012652138637,0.0,2.0
167,61,3,178.0,73.0,3,112,45,26,41,8,36,2,0,30,0.369893594187,48195.0,1.31389640371e-18,0.369893594187,51219.0,0.0,0.0,2.0
168,68,3,174.0,69.0,3,28,16,2,10,2,2,0,0,30,0.371267949611,31950.0,0.000209931148692,0.371267949611,33920.0,0.0034696021403,0.375,0.0
169,20,3,182.0,73.0,5,120,47,30,43,0,9,0,0,30,0.339659346486,202718.0,0.000449636390312,0.339659346486,213017.0,0.00332940790823,0.25,0.0
